tunner;day_time;song;artist
melodiafm;2018/04/14 - 14:03:39;Private Dancer;Tina Turner
melodiafm;2018/04/14 - 15:04:15;You Got It;Roy Orbison
melodiafm;2018/04/14 - 15:04:15;Gangsta's Paradise;Coolio
melodiafm;2018/04/14 - 15:04:15;En El Muelle De San Blas;Maná
melodiafm;2018/04/14 - 15:04:15;Money For Nothing;Dire Straits
melodiafm;2018/04/14 - 15:04:15;The Power;Snap
melodiafm;2018/04/14 - 15:04:15;Brilliant Disguise;Bruce Springsteen
melodiafm;2018/04/14 - 15:04:15;Personal Jesus;Depeche Mode
melodiafm;2018/04/14 - 15:04:15;High;Lighthouse Family
melodiafm;2018/04/14 - 15:04:15;A Kind Of Magic;Queen
melodiafm;2018/04/14 - 15:04:15;Santa Lucía;Miguel Ríos
melodiafm;2018/04/14 - 15:04:15;Is This Love;Whitesnake
melodiafm;2018/04/14 - 15:04:15;You Make Me Feel Mighty Real;Sylvester
melodiafm;2018/04/14 - 15:04:15;Girl, You'll Be A Woman Soon;Urge Overkill
